Category,Rating,Reviews,Installs
PHOTOGRAPHY,4.2,329160,10000000
PHOTOGRAPHY,4.3,42677,1000000
PHOTOGRAPHY,4.3,1517369,100000000
PHOTOGRAPHY,4.3,811693,50000000
PHOTOGRAPHY,4.1,23440,1000000
PHOTOGRAPHY,4.4,3368649,100000000
PHOTOGRAPHY,4.3,42079,1000000
PHOTOGRAPHY,4.0,29707,1000000
PHOTOGRAPHY,4.0,15098,1000000
PHOTOGRAPHY,4.0,35724,1000000
PHOTOGRAPHY,4.4,71898,5000000
PHOTOGRAPHY,4.3,4865093,100000000
PHOTOGRAPHY,4.1,106080,10000000
PHOTOGRAPHY,4.2,44941,1000000
PHOTOGRAPHY,3.9,129272,10000000
PHOTOGRAPHY,4.4,111066,5000000
PHOTOGRAPHY,4.4,49553,1000000
PHOTOGRAPHY,4.5,10859051,1000000000
PHOTOGRAPHY,4.1,43296,5000000
PHOTOGRAPHY,4.0,130081,10000000
PHOTOGRAPHY,4.3,462152,10000000
PHOTOGRAPHY,4.2,140917,10000000
PHOTOGRAPHY,4.0,88860,5000000
PHOTOGRAPHY,4.1,49211,1000000
PHOTOGRAPHY,4.1,351254,10000000
PHOTOGRAPHY,4.0,157506,10000000
PHOTOGRAPHY,4.3,1871416,100000000
PHOTOGRAPHY,4.5,420973,10000000
PHOTOGRAPHY,4.0,34753,1000000
PHOTOGRAPHY,4.4,635846,50000000
PHOTOGRAPHY,4.1,78140,5000000
PHOTOGRAPHY,4.3,244371,10000000
PHOTOGRAPHY,4.3,12865,100000
PHOTOGRAPHY,4.2,215343,10000000
PHOTOGRAPHY,4.3,6120977,100000000
PHOTOGRAPHY,4.4,3368646,100000000
PHOTOGRAPHY,4.4,753115,50000000
PHOTOGRAPHY,4.3,4865107,100000000
PHOTOGRAPHY,3.8,16320,100000
PHOTOGRAPHY,4.4,852649,50000000
PHOTOGRAPHY,4.4,1494491,50000000
PHOTOGRAPHY,4.3,527248,50000000
PHOTOGRAPHY,4.6,819774,10000000
PHOTOGRAPHY,4.0,33439,5000000
PHOTOGRAPHY,4.1,351255,10000000
PHOTOGRAPHY,4.2,477831,10000000
PHOTOGRAPHY,4.3,1871421,100000000
PHOTOGRAPHY,4.6,3337952,100000000
PHOTOGRAPHY,4.6,126337,1000000
PHOTOGRAPHY,4.3,68071,5000000
PHOTOGRAPHY,4.1,373606,10000000
PHOTOGRAPHY,4.2,15426,1000000
PHOTOGRAPHY,4.6,714340,10000000
PHOTOGRAPHY,4.6,1451000,50000000
PHOTOGRAPHY,4.4,1490732,50000000
PHOTOGRAPHY,4.7,2163282,50000000
PHOTOGRAPHY,4.4,1163232,50000000
PHOTOGRAPHY,4.1,114680,10000000
PHOTOGRAPHY,4.3,751766,10000000
PHOTOGRAPHY,4.4,2418158,100000000
PHOTOGRAPHY,4.2,914917,50000000
PHOTOGRAPHY,4.4,3158151,100000000
PHOTOGRAPHY,4.5,7594559,100000000
PHOTOGRAPHY,4.2,1028637,100000000
PHOTOGRAPHY,3.8,167652,10000000
PHOTOGRAPHY,4.3,811714,50000000
PHOTOGRAPHY,4.4,1075277,100000000
PHOTOGRAPHY,4.6,7529865,100000000
PHOTOGRAPHY,4.4,3368705,100000000
PHOTOGRAPHY,4.5,1579343,100000000
PHOTOGRAPHY,4.2,93726,5000000
PHOTOGRAPHY,4.5,597068,10000000
PHOTOGRAPHY,4.5,823109,50000000
PHOTOGRAPHY,4.3,4865132,100000000
PHOTOGRAPHY,4.2,197295,10000000
PHOTOGRAPHY,4.1,21578,1000000
PHOTOGRAPHY,4.3,307453,10000000
PHOTOGRAPHY,4.0,32896,5000000
PHOTOGRAPHY,4.6,98717,5000000
PHOTOGRAPHY,4.3,542561,10000000
PHOTOGRAPHY,4.5,462702,10000000
SPORTS,4.2,521138,10000000
SPORTS,4.3,1802,100000
SPORTS,4.4,283662,10000000
SPORTS,4.2,82882,5000000
SPORTS,4.1,459795,50000000
SPORTS,4.4,133825,10000000
SPORTS,4.7,911995,10000000
SPORTS,4.6,1733,500000
SPORTS,4.2,342909,10000000
SPORTS,4.3,31908,1000000
SPORTS,4.3,56270,5000000
SPORTS,4.5,107724,5000000
SPORTS,4.6,101455,5000000
SPORTS,4.5,152780,10000000
SPORTS,4.4,21733,1000000
SPORTS,4.7,410384,10000000
SPORTS,4.2,277902,5000000
SPORTS,4.3,91031,5000000
SPORTS,4.2,112725,5000000
SPORTS,3.9,76346,5000000
SPORTS,3.9,63938,5000000
SPORTS,4.2,18678,1000000
SPORTS,4.3,39878,1000000
SPORTS,4.6,152867,10000000
SPORTS,4.3,63580,5000000
SPORTS,4.0,121003,10000000
SPORTS,4.0,135763,10000000
SPORTS,4.0,176448,5000000
SPORTS,4.6,1981,100000
SPORTS,4.3,16016,1000000
SPORTS,4.2,9992,1000000
SPORTS,4.3,36490,1000000
SPORTS,4.4,122282,5000000
SPORTS,4.0,218,100000
SPORTS,4.6,4011,500000
SPORTS,4.7,25172,500000
SPORTS,4.3,14123,500000
SPORTS,4.0,2487,1000000
SPORTS,4.5,180938,10000000
SPORTS,4.7,950,100000
SPORTS,4.4,232423,5000000
SPORTS,4.8,1664,100000
SPORTS,3.3,1391,100000
SPORTS,4.3,2486,500000
SPORTS,3.9,188834,10000000
SPORTS,4.4,697,100000
SPORTS,3.9,5510,1000000
SPORTS,4.4,4549,500000
SPORTS,4.4,6106,100000
SPORTS,4.2,277900,5000000
SPORTS,4.1,288809,10000000
SPORTS,4.0,43611,1000000
SPORTS,3.1,78442,5000000
SPORTS,2.9,3017,100000
SPORTS,4.0,30840,1000000
SPORTS,4.5,36255,1000000
SPORTS,4.3,752,100000
SPORTS,4.1,19230,1000000
SPORTS,4.3,926,100000
SPORTS,4.5,26102,1000000
SPORTS,4.6,37167,1000000
SPORTS,4.4,2020,100000
SPORTS,4.2,798,50000
SPORTS,4.3,7543,500000
SPORTS,3.4,1845,100000
SPORTS,4.6,13098,1000000
SPORTS,4.2,1904,100000
SPORTS,4.0,11085,1000000
SPORTS,4.1,3387,50000
SPORTS,4.0,11151,1000000
SPORTS,4.6,29673,1000000
SPORTS,4.2,277904,5000000
SPORTS,4.5,50017,1000000
SPORTS,4.4,63650,1000000
SPORTS,4.0,176450,5000000
SPORTS,3.5,50179,1000000
SPORTS,4.2,521140,10000000
SPORTS,4.0,9971,1000000
SPORTS,4.4,122283,5000000
SPORTS,4.8,1660,10000
SPORTS,4.1,361,50000
SPORTS,4.6,5305,100000
SPORTS,4.3,24082,1000000
SPORTS,4.4,133833,10000000
SPORTS,4.3,91033,5000000
SPORTS,4.6,990,100000
SPORTS,4.5,32386,1000000
SPORTS,4.3,101,10000
SPORTS,4.2,82883,5000000
SPORTS,4.5,35394,500000
SPORTS,4.0,28895,5000000
SPORTS,4.7,410395,10000000
SPORTS,4.6,11549,100000
SPORTS,4.1,34123,5000000
SPORTS,4.1,459797,50000000
SPORTS,3.5,4057,500000
SPORTS,4.5,5517,500000
SPORTS,3.9,4272,500000
SPORTS,4.6,539,10000
SPORTS,4.2,342912,10000000
SPORTS,4.6,666521,10000000
SPORTS,4.5,838765,50000000
SPORTS,4.5,2943,100000
SPORTS,4.4,108318,10000000
SPORTS,4.2,18679,1000000
SPORTS,4.0,68935,5000000
SPORTS,4.2,80900,1000000
SPORTS,3.9,5511,1000000
SPORTS,4.2,75545,5000000
SPORTS,4.5,1605267,10000000
TRAVEL_AND_LOCAL,4.1,136626,10000000
TRAVEL_AND_LOCAL,4.2,219848,50000000
TRAVEL_AND_LOCAL,4.4,52029,5000000
TRAVEL_AND_LOCAL,4.4,49190,1000000
TRAVEL_AND_LOCAL,4.1,5150,500000
TRAVEL_AND_LOCAL,4.3,64713,1000000
TRAVEL_AND_LOCAL,4.5,216388,10000000
TRAVEL_AND_LOCAL,4.5,481545,10000000
TRAVEL_AND_LOCAL,4.4,6012,500000
TRAVEL_AND_LOCAL,4.5,260121,10000000
TRAVEL_AND_LOCAL,4.7,1830388,100000000
TRAVEL_AND_LOCAL,4.4,17878,1000000
TRAVEL_AND_LOCAL,4.1,26871,5000000
TRAVEL_AND_LOCAL,4.4,1162837,100000000
TRAVEL_AND_LOCAL,4.4,359403,10000000
TRAVEL_AND_LOCAL,4.3,9235155,1000000000
TRAVEL_AND_LOCAL,4.0,33782,5000000
TRAVEL_AND_LOCAL,4.7,192641,5000000
TRAVEL_AND_LOCAL,4.3,2338655,100000000
TRAVEL_AND_LOCAL,4.6,751551,10000000
TRAVEL_AND_LOCAL,3.9,24781,5000000
TRAVEL_AND_LOCAL,3.6,32862,10000000
TRAVEL_AND_LOCAL,4.0,16101,50000000
TRAVEL_AND_LOCAL,4.1,76779,10000000
TRAVEL_AND_LOCAL,4.2,2129689,1000000000
TRAVEL_AND_LOCAL,3.9,98585,10000000
TRAVEL_AND_LOCAL,4.1,136633,10000000
TRAVEL_AND_LOCAL,4.3,459851,10000000
TRAVEL_AND_LOCAL,3.1,5572,1000000
TRAVEL_AND_LOCAL,3.7,16815,1000000
TRAVEL_AND_LOCAL,3.4,2277,1000000
TRAVEL_AND_LOCAL,4.4,45562,5000000
TRAVEL_AND_LOCAL,3.6,285,500000
TRAVEL_AND_LOCAL,4.4,1162838,100000000
TRAVEL_AND_LOCAL,3.3,256,100000
TRAVEL_AND_LOCAL,3.7,21443,5000000
TRAVEL_AND_LOCAL,3.0,2750,5000000
TRAVEL_AND_LOCAL,3.6,7081,1000000
TRAVEL_AND_LOCAL,4.8,17882,1000000
TRAVEL_AND_LOCAL,3.9,421800,10000000
TRAVEL_AND_LOCAL,3.8,43935,10000000
TRAVEL_AND_LOCAL,4.3,171889,10000000
TRAVEL_AND_LOCAL,4.5,251037,10000000
TRAVEL_AND_LOCAL,3.4,15750,5000000
TRAVEL_AND_LOCAL,3.7,27560,5000000
TRAVEL_AND_LOCAL,4.5,481546,10000000
TRAVEL_AND_LOCAL,4.4,150932,10000000
TRAVEL_AND_LOCAL,4.1,928,1000000
TRAVEL_AND_LOCAL,4.5,768833,50000000
TRAVEL_AND_LOCAL,4.0,26665,5000000
TRAVEL_AND_LOCAL,3.9,13275,1000000
TRAVEL_AND_LOCAL,4.4,48930,5000000
TRAVEL_AND_LOCAL,4.8,43054,1000000
TRAVEL_AND_LOCAL,4.7,1830387,100000000
TRAVEL_AND_LOCAL,4.3,15680,1000000
TRAVEL_AND_LOCAL,3.7,16980,5000000
TRAVEL_AND_LOCAL,4.2,5112,1000000
TRAVEL_AND_LOCAL,3.5,30447,5000000
TRAVEL_AND_LOCAL,4.3,165299,10000000
TRAVEL_AND_LOCAL,4.7,620534,10000000
TRAVEL_AND_LOCAL,4.3,599872,10000000
TRAVEL_AND_LOCAL,4.1,12564,1000000
TRAVEL_AND_LOCAL,3.1,2528,100000
TRAVEL_AND_LOCAL,4.3,34,1000
TRAVEL_AND_LOCAL,4.1,427,100000
TRAVEL_AND_LOCAL,4.2,35560,5000000
TRAVEL_AND_LOCAL,4.3,397422,10000000
TRAVEL_AND_LOCAL,4.3,11182,1000000
TRAVEL_AND_LOCAL,4.3,16734,1000000
TRAVEL_AND_LOCAL,4.6,10035,1000000
TRAVEL_AND_LOCAL,4.4,20313,100000
TRAVEL_AND_LOCAL,4.2,25740,1000000
TRAVEL_AND_LOCAL,4.2,42546,5000000
TRAVEL_AND_LOCAL,4.4,6925,1000000
TRAVEL_AND_LOCAL,4.4,24281,1000000
TRAVEL_AND_LOCAL,4.4,52028,5000000
TRAVEL_AND_LOCAL,4.4,18039,1000000
TRAVEL_AND_LOCAL,4.4,22748,1000000
TRAVEL_AND_LOCAL,4.4,47780,5000000
TRAVEL_AND_LOCAL,3.7,7705,1000000
TRAVEL_AND_LOCAL,4.4,33256,1000000
TRAVEL_AND_LOCAL,3.6,14544,1000000
TRAVEL_AND_LOCAL,4.4,134895,10000000
TRAVEL_AND_LOCAL,4.0,48082,5000000
TRAVEL_AND_LOCAL,4.1,2419,1000000
TRAVEL_AND_LOCAL,4.4,17915,1000000
TRAVEL_AND_LOCAL,4.4,61776,1000000
TRAVEL_AND_LOCAL,4.3,10323,1000000
TRAVEL_AND_LOCAL,4.2,1609,100000
TRAVEL_AND_LOCAL,4.3,30403,5000000
TRAVEL_AND_LOCAL,4.3,18622,1000000
TRAVEL_AND_LOCAL,4.2,8258,1000000
TRAVEL_AND_LOCAL,4.5,260133,10000000
TRAVEL_AND_LOCAL,4.4,57573,5000000
TRAVEL_AND_LOCAL,4.4,359560,10000000
TRAVEL_AND_LOCAL,4.1,17202,5000000
TRAVEL_AND_LOCAL,4.6,263525,10000000
TRAVEL_AND_LOCAL,4.4,14114,1000000
TRAVEL_AND_LOCAL,4.1,890,100000
TRAVEL_AND_LOCAL,4.5,7153,1000000
TRAVEL_AND_LOCAL,4.3,9235373,1000000000
TRAVEL_AND_LOCAL,4.5,149723,10000000
TRAVEL_AND_LOCAL,4.2,6762,1000000
TRAVEL_AND_LOCAL,4.2,120373,5000000
TRAVEL_AND_LOCAL,4.2,40225,1000000
TRAVEL_AND_LOCAL,4.5,42849,1000000
TRAVEL_AND_LOCAL,4.7,9971,500000
TRAVEL_AND_LOCAL,4.0,5960,500000
TRAVEL_AND_LOCAL,4.2,18294,1000000
TRAVEL_AND_LOCAL,4.2,2129707,1000000000
TOOLS,4.1,38655,10000000
TOOLS,4.4,8033493,1000000000
TOOLS,4.4,5745093,500000000
TOOLS,4.2,18239,10000000
TOOLS,4.2,24199,50000000
TOOLS,4.1,37333,50000000
TOOLS,4.5,12759663,100000000
TOOLS,4.6,308,1000000
TOOLS,4.1,33216,10000000
TOOLS,4.3,40770,100000000
TOOLS,4.2,28860,100000000
TOOLS,4.1,76604,100000000
TOOLS,4.0,26189,10000000
TOOLS,4.6,739329,50000000
TOOLS,3.1,45838,50000000
TOOLS,4.6,25592,10000000
TOOLS,4.5,34126,10000000
TOOLS,3.2,2394,5000000
TOOLS,4.3,330468,10000000
TOOLS,4.191512757553112,1,1000000
TOOLS,4.6,136874,10000000
TOOLS,4.4,1236,100000
TOOLS,4.6,7790693,500000000
TOOLS,4.5,537554,10000000
TOOLS,4.6,315585,10000000
TOOLS,4.191512757553112,142,1000000
TOOLS,4.4,12215,5000000
TOOLS,4.2,127223,10000000
TOOLS,4.4,9602,100000000
TOOLS,3.1,24151,10000000
TOOLS,3.6,45483,10000000
TOOLS,4.1,28250,10000000
TOOLS,4.2,1859115,500000000
TOOLS,3.5,74819,100000000
TOOLS,3.9,18513,10000000
TOOLS,3.0,66,10000000
TOOLS,3.9,14552,10000000
TOOLS,4.5,87055,10000000
TOOLS,3.4,17030,10000000
TOOLS,4.4,1280423,100000000
TOOLS,3.4,25094,10000000
TOOLS,4.3,357,1000000
TOOLS,3.7,315,500000
TOOLS,3.5,163997,10000000
TOOLS,3.8,5431,10000000
TOOLS,3.6,59,50000
TOOLS,3.1,124,100000
TOOLS,3.8,1420,100000
TOOLS,4.2,118439,10000000
TOOLS,4.0,59973,10000000
TOOLS,4.3,32111,1000000
TOOLS,4.3,114788,5000000
TOOLS,4.5,70404,1000000
TOOLS,4.5,429580,10000000
TOOLS,4.5,876866,50000000
TOOLS,4.4,207706,10000000
TOOLS,4.4,4254879,100000000
TOOLS,4.3,111507,10000000
TOOLS,4.2,472904,50000000
TOOLS,4.7,115409,10000000
TOOLS,4.4,166367,5000000
TOOLS,4.3,618918,50000000
TOOLS,4.4,192661,10000000
TOOLS,4.3,54207,5000000
TOOLS,4.5,60571,5000000
TOOLS,4.7,1335799,50000000
TOOLS,4.5,148506,5000000
TOOLS,4.6,679912,10000000
TOOLS,4.7,152692,5000000
TOOLS,4.6,77311,5000000
TOOLS,4.8,48211,1000000
TOOLS,3.9,12388,1000000
TOOLS,4.5,85387,1000000
TOOLS,4.6,33509,1000000
TOOLS,4.5,342336,10000000
TOOLS,4.4,90831,10000000
TOOLS,4.5,12718,1000000
TOOLS,4.0,85659,5000000
TOOLS,4.3,16395,1000000
TOOLS,4.0,807,100000
TOOLS,4.4,24265,1000000
TOOLS,4.1,1657,100000
TOOLS,4.3,576454,50000000
TOOLS,4.1,88675,5000000
TOOLS,4.3,56848,1000000
TOOLS,4.2,19096,1000000
TOOLS,4.2,1116393,50000000
TOOLS,4.2,154578,10000000
TOOLS,4.2,40676,1000000
TOOLS,4.3,39833,1000000
TOOLS,4.5,273283,5000000
TOOLS,4.4,139480,5000000
TOOLS,4.5,801054,10000000
TOOLS,4.2,1859109,500000000
TOOLS,4.1,65597,10000000
TOOLS,4.4,1107320,50000000
TOOLS,4.5,4594198,100000000
TOOLS,4.3,94427,10000000
TOOLS,4.4,335115,10000000
TOOLS,4.1,33926,1000000
TOOLS,4.4,1028794,100000000
TOOLS,4.2,134203,10000000
TOOLS,4.1,15693,1000000
TOOLS,4.6,48979,1000000
TOOLS,4.5,410303,10000000
TOOLS,4.3,63712,5000000
TOOLS,4.1,10595,1000000
TOOLS,4.1,9496,1000000
TOOLS,4.2,428581,10000000
TOOLS,4.1,225544,10000000
TOOLS,4.6,3090727,100000000
TOOLS,4.5,474439,10000000
TOOLS,4.0,41137,1000000
TOOLS,3.5,75336,1000000
TOOLS,4.4,745245,10000000
TOOLS,4.4,4934130,100000000
TOOLS,4.4,137562,10000000
TOOLS,4.1,172990,10000000
TOOLS,4.2,68309,1000000
PERSONALIZATION,4.6,1121805,50000000
PERSONALIZATION,4.4,7146,1000000
PERSONALIZATION,4.6,6466641,100000000
PERSONALIZATION,4.6,49657,5000000
PERSONALIZATION,4.5,1724,100000
PERSONALIZATION,4.7,139258,5000000
PERSONALIZATION,4.4,32794,5000000
PERSONALIZATION,4.5,102923,1000000
PERSONALIZATION,4.6,6702776,100000000
PERSONALIZATION,4.6,7583,500000
PERSONALIZATION,4.0,24215,1000000
PERSONALIZATION,4.6,5073,1000000
PERSONALIZATION,4.5,15633,1000000
PERSONALIZATION,4.7,1141545,50000000
PERSONALIZATION,4.7,29485,1000000
PERSONALIZATION,4.4,142393,10000000
PERSONALIZATION,4.3,71688,10000000
PERSONALIZATION,4.7,114851,10000000
PERSONALIZATION,4.1,62209,10000000
PERSONALIZATION,4.7,202474,10000000
PERSONALIZATION,4.4,512102,10000000
PERSONALIZATION,4.6,298321,10000000
PERSONALIZATION,4.5,5783441,100000000
PERSONALIZATION,4.4,47393,10000000
PERSONALIZATION,4.4,55525,10000000
PERSONALIZATION,4.3,2267,500000
PERSONALIZATION,4.3,266401,10000000
PERSONALIZATION,4.6,649568,10000000
PERSONALIZATION,4.7,6342,1000000
PERSONALIZATION,4.3,5413,1000000
PERSONALIZATION,4.5,1237135,50000000
PERSONALIZATION,4.6,4724,1000000
PERSONALIZATION,4.4,43960,10000000
PERSONALIZATION,4.5,3277209,100000000
PERSONALIZATION,4.7,229,500000
PERSONALIZATION,4.3,6626,1000000
PERSONALIZATION,3.7,10796,1000000
PERSONALIZATION,4.7,273994,10000000
PERSONALIZATION,4.5,29203,5000000
PERSONALIZATION,4.4,18918,5000000
PERSONALIZATION,4.3,2056,500000
PERSONALIZATION,4.8,440,500000
PERSONALIZATION,4.6,66453,5000000
PERSONALIZATION,4.1,398,100000
PERSONALIZATION,4.7,12089,500000
PERSONALIZATION,4.1,2828,100000
PERSONALIZATION,4.2,89342,10000000
PERSONALIZATION,4.3,495905,50000000
PERSONALIZATION,4.2,86743,5000000
PERSONALIZATION,4.0,30498,1000000
PERSONALIZATION,4.2,97890,1000000
PERSONALIZATION,3.9,25037,1000000
PERSONALIZATION,4.3,58617,1000000
PERSONALIZATION,4.1,62301,1000000
PERSONALIZATION,4.2,37237,5000000
PERSONALIZATION,4.4,1591,10000
PERSONALIZATION,4.3,595120,10000000
PERSONALIZATION,4.3,100130,5000000
PERSONALIZATION,4.4,294701,10000000
PERSONALIZATION,4.3,63624,5000000
PERSONALIZATION,4.1,112977,10000000
PERSONALIZATION,4.2,58052,5000000
PERSONALIZATION,4.1,12180,1000000
PERSONALIZATION,4.1,118459,10000000
PERSONALIZATION,4.2,112479,10000000
PERSONALIZATION,4.1,69417,10000000
PERSONALIZATION,4.4,733838,10000000
PERSONALIZATION,4.1,157495,10000000
PERSONALIZATION,4.3,86481,10000000
PERSONALIZATION,4.6,484981,10000000
PERSONALIZATION,4.1,77724,5000000
PERSONALIZATION,4.6,2390185,100000000
PERSONALIZATION,4.2,33074,1000000
PERSONALIZATION,4.1,35771,5000000
PERSONALIZATION,4.2,290241,50000000
PERSONALIZATION,4.5,69488,1000000
PERSONALIZATION,4.3,10401,1000000
PERSONALIZATION,4.2,28806,1000000
PERSONALIZATION,4.0,11343,1000000
PERSONALIZATION,4.2,66730,5000000
PERSONALIZATION,4.2,25807,1000000
PERSONALIZATION,4.3,266402,10000000
PERSONALIZATION,4.4,512106,10000000
PERSONALIZATION,4.4,251616,10000000
PERSONALIZATION,4.4,87300,1000000
PERSONALIZATION,4.3,181399,10000000
PERSONALIZATION,4.3,881,10000
PERSONALIZATION,4.6,40704,100000
PERSONALIZATION,4.5,624924,10000000
PERSONALIZATION,4.1,51145,10000000
PERSONALIZATION,4.3,647844,10000000
PERSONALIZATION,4.4,2591941,100000000
PERSONALIZATION,4.2,7435,1000000
PERSONALIZATION,4.2,115773,10000000
PERSONALIZATION,4.1,12008,1000000
PRODUCTIVITY,4.5,2084126,500000000
PRODUCTIVITY,4.7,536926,10000000
PRODUCTIVITY,4.3,3016297,100000000
PRODUCTIVITY,4.4,1188154,10000000
PRODUCTIVITY,4.4,2731171,1000000000
PRODUCTIVITY,3.8,8226,10000000
PRODUCTIVITY,4.4,228794,10000000
PRODUCTIVITY,4.3,3252896,100000000
PRODUCTIVITY,4.2,226456,10000000
PRODUCTIVITY,4.5,1079491,100000000
PRODUCTIVITY,3.2,11200,5000000
PRODUCTIVITY,4.5,9653,1000000
PRODUCTIVITY,4.2,58675,10000000
PRODUCTIVITY,4.4,1038306,100000000
PRODUCTIVITY,4.7,287250,50000000
PRODUCTIVITY,4.4,480643,100000000
PRODUCTIVITY,4.0,27800,10000000
PRODUCTIVITY,4.4,691474,100000000
PRODUCTIVITY,4.0,2131,5000000
PRODUCTIVITY,4.6,5383985,100000000
PRODUCTIVITY,4.5,26559,10000000
PRODUCTIVITY,4.2,13500,10000000
PRODUCTIVITY,4.0,8550,1000000
PRODUCTIVITY,4.4,1861310,500000000
PRODUCTIVITY,4.5,23089,10000000
PRODUCTIVITY,3.9,6949,10000000
PRODUCTIVITY,4.2,858208,500000000
PRODUCTIVITY,4.3,815981,100000000
PRODUCTIVITY,4.2,102451,10000000
PRODUCTIVITY,4.2,56403,5000000
PRODUCTIVITY,4.4,115072,5000000
PRODUCTIVITY,4.7,19302,5000000
PRODUCTIVITY,4.6,1488396,100000000
PRODUCTIVITY,3.1,6572,10000000
PRODUCTIVITY,4.4,577059,50000000
PRODUCTIVITY,4.1,1092367,10000000
PRODUCTIVITY,4.5,618798,100000000
PRODUCTIVITY,4.6,209696,5000000
PRODUCTIVITY,4.3,1498393,50000000
PRODUCTIVITY,3.9,15368,100000000
PRODUCTIVITY,4.5,123412,50000000
PRODUCTIVITY,4.3,185632,50000000
PRODUCTIVITY,3.7,80847,50000000
PRODUCTIVITY,4.5,2764964,100000000
PRODUCTIVITY,4.4,41418,1000000
PRODUCTIVITY,4.0,549973,50000000
PRODUCTIVITY,4.0,212,1000000
PRODUCTIVITY,4.4,6011,500000
PRODUCTIVITY,4.7,17955,1000000
PRODUCTIVITY,4.6,25370,1000000
PRODUCTIVITY,4.2,74146,10000000
PRODUCTIVITY,4.5,176873,1000000
PRODUCTIVITY,4.6,404617,10000000
PRODUCTIVITY,4.0,10270,1000000
PRODUCTIVITY,4.5,155999,10000000
PRODUCTIVITY,4.4,56713,1000000
PRODUCTIVITY,4.3,117255,1000000
PRODUCTIVITY,4.5,298843,10000000
PRODUCTIVITY,4.5,72513,5000000
PRODUCTIVITY,4.4,205191,10000000
PRODUCTIVITY,4.6,73695,1000000
PRODUCTIVITY,4.3,144879,10000000
PRODUCTIVITY,4.6,5383971,100000000
PRODUCTIVITY,4.5,49794,1000000
PRODUCTIVITY,4.3,609182,50000000
PRODUCTIVITY,4.1,979,100000
PRODUCTIVITY,4.2,53015,5000000
PRODUCTIVITY,4.2,277794,10000000
PRODUCTIVITY,4.6,67523,1000000
PRODUCTIVITY,4.2,17415,1000000
PRODUCTIVITY,4.5,2084125,500000000
PRODUCTIVITY,4.4,2731211,1000000000
PRODUCTIVITY,4.3,3016305,100000000
PRODUCTIVITY,4.3,496399,100000000
PRODUCTIVITY,4.5,1079616,100000000
PRODUCTIVITY,4.3,815974,100000000
PRODUCTIVITY,4.3,549900,10000000
PRODUCTIVITY,4.5,618796,100000000
PRODUCTIVITY,4.5,1508137,100000000
PRODUCTIVITY,4.4,480640,100000000
PRODUCTIVITY,4.2,858227,500000000
PRODUCTIVITY,4.2,244567,100000000
PRODUCTIVITY,4.6,2401017,100000000
PRODUCTIVITY,4.4,57033,5000000
PRODUCTIVITY,4.3,12321,1000000
PRODUCTIVITY,4.6,122424,5000000
PRODUCTIVITY,4.2,21507,1000000
PRODUCTIVITY,4.2,80581,10000000
PRODUCTIVITY,4.2,37204,1000000
PRODUCTIVITY,4.0,10643,5000000
PRODUCTIVITY,4.3,226295,10000000
PRODUCTIVITY,4.6,57904,1000000
PRODUCTIVITY,4.6,404610,10000000
PRODUCTIVITY,4.6,1488397,100000000
PRODUCTIVITY,4.5,298854,10000000
PRODUCTIVITY,4.4,480638,100000000
PRODUCTIVITY,4.3,5157,500000
PRODUCTIVITY,4.0,8985,1000000
PRODUCTIVITY,4.2,16349,1000000
PRODUCTIVITY,4.2,30291,1000000
PRODUCTIVITY,4.5,25985,1000000
PRODUCTIVITY,4.2,60840,5000000
PRODUCTIVITY,4.4,133573,5000000
PRODUCTIVITY,4.6,23393,1000000
PRODUCTIVITY,4.3,198051,10000000
PRODUCTIVITY,4.6,102594,5000000
PRODUCTIVITY,4.2,858230,500000000
PRODUCTIVITY,4.4,80119,10000000
PRODUCTIVITY,4.6,26919,100000
PRODUCTIVITY,4.6,267189,5000000
PRODUCTIVITY,4.4,1038303,100000000
PRODUCTIVITY,4.1,6850,100000
PRODUCTIVITY,4.4,1861309,500000000
PRODUCTIVITY,4.4,18669,1000000
PRODUCTIVITY,4.1,16420,1000000
PRODUCTIVITY,4.3,16149,1000000
PRODUCTIVITY,4.1,71432,5000000
PRODUCTIVITY,4.1,282460,500000000
PARENTING,4.5,86,10000
PARENTING,3.9,17941,5000000
PARENTING,4.191512757553112,76,10000
PARENTING,3.8,3614,1000000
PARENTING,4.191512757553112,34,10000
PARENTING,4.191512757553112,31,10000
PARENTING,4.6,1413,100000
PARENTING,4.7,39,10000
PARENTING,4.191512757553112,36,5000
PARENTING,4.0,3789,1000000
PARENTING,4.191512757553112,67,50000
PARENTING,4.7,107,50000
PARENTING,4.1,559,100000
PARENTING,3.7,4976,1000000
PARENTING,4.191512757553112,3248,100000
PARENTING,4.1,44,10000
PARENTING,3.7,9293,1000000
PARENTING,4.6,62386,1000000
PARENTING,4.4,162,10000
PARENTING,4.6,1002,50000
PARENTING,4.1,99,10000
PARENTING,4.4,498,50000
PARENTING,4.7,34336,1000000
PARENTING,4.4,9073,500000
PARENTING,4.191512757553112,163,100000
PARENTING,4.8,190,100000
PARENTING,4.0,464,100000
PARENTING,4.9,717,100000
PARENTING,4.191512757553112,63,10000
PARENTING,4.8,7505,100000
PARENTING,4.4,11501,1000000
PARENTING,4.7,69,5000
PARENTING,4.2,2715,500000
PARENTING,4.6,349,100000
PARENTING,4.6,37,10000
PARENTING,4.5,806,500000
PARENTING,4.6,60,10000
PARENTING,4.1,319,100000
PARENTING,3.8,824,1000000
PARENTING,4.8,6668,100000
PARENTING,4.8,1940,100000
